index,id,examYear,examRound,questionNumber,category,questionText,choice1,choice2,choice3,choice4,choice5,correctChoice,explanation,source,keywords,needsLegalReview
32,2022-34-033,2022,34,33,コミュニケーション技術,利用者の家族から苦情があったときの上司への報告に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,苦情の内容について，時間をかけて詳しく口頭で報告した。,すぐに口頭で概要を報告してから，文書を作成して報告した。,結論を伝えることを重視して，「いつもの苦情です」とすぐに報告した。,上司が 忙しそうだったので， 同僚 に伝えた。,自分の気持ちが落ち着いてから，翌日に報告した。,2,正解は2です。苦情など重要な情報はまず速やかに口頭で概要を報告し、その後文書で正確に記録・報告します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
33,2022-34-034,2022,34,34,コミュニケーション技術,利用者の自宅で 行うケアカンファレンス（care conference）に関する次記述のうち， 最も適切なものを 1 つ選びなさい。,検討する内容は，インフォーマルなサポートに限定する。,介護福祉職の 行った介護に対する批判を 中心 に進める。,利用者本人の参加を 促し，利用者の意向をケア方針に反映させる。,意見が分かれたときは，多数決で決定する。,対立を避けるために，他の専門職の意見には反論しない。,3,正解は3です。ケアカンファレンスでは利用者本人の参加と意向を尊重し、多職種で支援方針を検討します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
34,2022-34-035,2022,34,35,生活支援技術,老化に 伴う機能低下のある高齢者の住まいに関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,寝室はトイレに近い場所が望ましい。,寝室は玄関と別の階にする。,夜間の騒音レベルは 80 dB 以下になるようにする。,ベッドは 照明 の真下に配置する。,壁紙と手すりは 同色 にするのが望ましい。,1,正解は1です。高齢者では夜間頻尿や移動能力低下があるため、寝室をトイレに近くすることで転倒や移動負担を減らせます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
35,2022-34-036,2022,34,36,生活支援技術,Ｌさん（25 歳，男性）は，第7 胸髄節（Th7）を 損傷 したが，現在， 状態は安定していて， 車いすを利用すれば 1人で日常生活ができるようになった。図はＬさんの自宅の浴室であり，必要な手すりは既に設置されている。Ｌさんが 1人で浴槽に入るための福祉用具として， 最も適切なものを 1 つ選なさい。,段差解消機,ストレッチャー,すべり止,四点歩行器,移乗台,5,正解は5です。車いすから浴槽へ移る際、移乗台を利用すると座位のまま安全に移乗しやすくなります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
36,2022-34-037,2022,34,37,生活支援技術,耳の清潔に関する介護福祉職の対応として， 最も適切なものを 1 つ選なさい。,耳垢の 状態 を観察した。,綿棒を外耳道の入口から 3 cm 程度挿入した。,耳介を上前方に軽く引きながら，耳垢を除去した。,蒸しタオルで耳垢塞栓を柔らかくして除去した。,耳かきを使用して，耳垢を毎日除去した。,1,正解は1です。耳のケアではまず耳垢の量・色・硬さや皮膚の状態を観察します。外耳道へ器具を深く入れる処置は傷害の危険があります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
37,2022-34-038,2022,34,38,生活支援技術,歯ブラシを使用した口腔ケアに関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,歯ブラシの毛は硬いものを勧める。,強い 力で磨く。,歯と歯肉の境目のブラッシングは避ける。,歯ブラシを小刻みに動かしながら磨く。,使用後の歯ブラシは，柄の部分を上にしてコップに入れて保管する。,4,正解は4です。歯ブラシは小刻みに動かして歯面と歯肉の境目の汚れを落とします。強い力や硬すぎる毛は歯肉を傷つけます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
38,2022-34-039,2022,34,39,生活支援技術,Ｍさん（84 歳，男性）は，10 年前に脳伷塞（cerebral infarction）で右片麻痺になり，右上肢の 屈曲 拘 縮 がある。今までは自分で洋服を着ていたが， 1 週間ほど前から左肩関節の周囲に軽い痛みを感じるようになり，上着の 着脱 の介護が必要になった。Ｍさんへの上着の 着脱 の介護に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,服を脱ぐときは，右上肢から脱ぐ。,右手首に袖を通すときは，介護福祉職の指先に 力を入れて手首をつかむ。,右肘関節を伸展するときは，素早く動かす。,右肘に袖を通すときは，前腕を下から支える。,衣類を準備するときは，かぶり式のものを選択する。,4,正解は4です。麻痺側上肢に袖を通すときは、前腕を下から支えて関節へ無理な力をかけないようにします。着衣は原則として麻痺側から行います。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
39,2022-34-040,2022,34,40,生活支援技術,経管栄養を 行っている利用者への口腔ケアに関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,スポンジブラシは水を 大量 に含ませて使用する。,上顎部は，口腔の奥から手前に向かって清拭する。,栄養剤注入後すぐに実施する。,口腔内を乾燥させて 終了 する。,空腹時の口腔ケアは避ける。,2,正解は2です。経管栄養中でも口腔内は汚れや乾燥が生じます。清拭は誤嚥に注意し、奥から手前へ汚れをかき出すように行います。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
40,2022-34-041,2022,34,41,生活支援技術,スライディングボードを用いた，ベッドから 車いすへの移乗の介護に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,アームサポートが固定された 車いすを準備する。,ベッドから 車いすへの移乗時には，ベッドを 車いすの座面より少し高くする。,ベッドと 車いすの 間を大きくあけ，スライディングボードを設置する。,スライディングボード 上では，臀部を素早く移動させる。,車いすに座位を安定させ，からだを 傾けずにスライディングボードを抜く。,2,正解は2です。スライディングボードでは移乗先をやや低くすると、重力を利用して少ない力で移乗しやすくなります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
41,2022-34-042,2022,34,42,生活支援技術,利用者を仰臥位（背臥位）から側臥位へ体位変換するとき，トルクの原理を応用した介護方法として， 最も適切なものを 1 つ選びなさい。,利用者とベッドの接地面を広くする。,利用者の下肢を交差させる。,利用者の膝を立てる。,滑りやすいシートを利用者の下に敷く。,利用者に近づく。,3,正解は3です。膝を立てると重心から回転軸までの距離を利用しやすくなり、トルクの原理で少ない力で側臥位へ体位変換できます。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
42,2022-34-043,2022,34,43,生活支援技術,視覚障害のある利用者の 外出 に同行するときの支援に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,トイレを使用するときは，トイレ内の 情報を提供 する。,階段を上るときは，利用者の手首を握って誘導する。,狭い場所を歩くときは，利用者の後ろに立って誘導する。,タクシーに乗るときは，支援者が先に乗って誘導する。,駅ではエレベーターよりエスカレーターの使用を勧める。,1,正解は1です。視覚障害者がトイレを安全に使えるよう、便器・手すり・洗浄ボタン・ペーパーなど室内の配置を具体的に説明します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
43,2022-34-044,2022,34,44,生活支援技術,Ａさん（78 歳，男性，要介護 2）は，脳伷塞（cerebral infarction）の後遺症で嚥下障害がある。自宅で妻と二人暮らしで，訪問介護（ホームヘルプサービス）を週,回利用している。訪問時，妻から，「飲み込みの 難しいときがある。上手に食べさせるにはどうしたらよいか」と相談があった。訪問介護員（ホームヘルパー）の助言として， 最も適切なものを 1 つ選びなさい。食事のときは，いすに浅く座るように勧める。,会話をしながら食事をするように勧める。,食事の後に嚥下体操をするように勧める。,肉，野菜， 魚などは軟らかく調理するように勧める。,おかずを細かく刻むように勧める。,4,正解は4です。嚥下障害では食材を軟らかく調理し、まとまりやすく飲み込みやすい形態にすることが基本です。細かく刻むだけではばらついて誤嚥しやすい場合があります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
44,2022-34-045,2022,34,45,生活支援技術,慢性腎不全（chronic renal failure）の利用者の食材や調理方法として，最も適切なものを 1 つ選びなさい。,エネルギーの高い植物油を控える。,レモンや香辛料を利用し，塩分を控えた味付けにする。,肉や 魚を多めにする。,砂糖を控えた味付けにする。,野菜は生でサラダにする。,2,正解は2です。慢性腎不全では塩分制限が重要です。レモンの酸味や香辛料を活用すると、塩分を抑えても味にメリハリをつけられます。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
45,2022-34-046,2022,34,46,生活支援技術,利用者の食事支援に関して，介護福祉職が連携する職種 として， 最適切なものを 1 つ選びなさい。,スプーンや箸がうまく使えないときは，食事動作の訓練を言語聴覚士に依頼する。,咀嚼障害があるときは，義歯の 調整 を作業療法士に依頼する。,座位の保持が困難なときは，体幹訓練を理学療法士に依頼する。,摂食 ・嚥下障害があるときは，嚥下訓練を義肢装具士に依頼する。,食べ残しが目立つときは，献立や調理方法の変更を社会福祉士に依頼する。,3,正解は3です。座位保持や体幹機能など基本動作の訓練は理学療法士の専門領域です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
46,2022-34-047,2022,34,47,生活支援技術,入浴 の介護に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,着替えの衣服は，介護福祉職が選択する。,空腹時の 入浴 は控える。,入浴前の水分摂取は控える。,食後1時間以内に 入浴 する。,入浴 直 前 の浴槽の湯は，45℃で保温する。,2,正解は2です。空腹時の入浴は低血糖や体調不良を起こすことがあるため避けます。入浴前後の水分補給も大切です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
47,2022-34-048,2022,34,48,生活支援技術,シャワー浴の介護に関する次の記述のうち， 最も適切なものを 1 つ選なさい。,シャワーの湯温は，介護福祉職よりも先に利用者が確認する。,からだ全体にシャワーをかけるときは，上肢から先に 行う。,利用者が寒さを 訴えたときは，熱いシャワーをかける。,利用者が陰部を洗うときは，介護福祉職は背部に立って見守る。,脱衣室に移動してから，からだの水分を拭きとる。,4,正解は4です。利用者が自分で陰部を洗える場合、プライバシーを守りつつ必要時に援助できる位置で見守ります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
48,2022-34-049,2022,34,49,生活支援技術,左片麻痺のある利用者が，浴槽内から一部介助で立ち上がる方法として，最も適切なものを 1 つ選びなさい。,利用者の 左膝 を立てて， 左の 踵を臀部に引き寄せてもらう。,浴槽の底面に両手を置いてもらう。,右手で手すりをつかんで前傾姿勢をとり，臀部を浮かしてもらう。,利用者の両腋窩に手を入れて支える。,素早く立ち上がるように 促す。,3,正解は3です。左片麻痺では非麻痺側の右手で手すりを持ち、前傾して重心を前方へ移すことで立ち上がりやすくなります。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
49,2022-34-050,2022,34,50,生活支援技術,入浴関連用具の使用方法に関する次の記述のうち， 最も適切なものを 1つ選びなさい。,シャワー 用車 いすは，段差に注意して移動する。,入浴 の移乗台は，浴槽よりも高く設定する。,浴槽設置式リフトは，臥位の 状態 で使用する。,入浴用介助ベルトは，利用者の胸部に 装着 する。,ストレッチャーで機械浴槽に入るときは，ストレッチャーのベルトを外す。,1,正解は1です。シャワー用車いすでの移動では小さな段差でも転倒につながるため、床面や段差に十分注意します。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
50,2022-34-051,2022,34,51,生活支援技術,便秘の傾向がある高齢者に自然排便を 促すための介護として， 最も適切なものを 1 つ選びなさい。,朝食 を抜くように勧める。,油を控えるように勧める。,散歩をするように勧める。,腰部を冷やすように勧める。,就寝前にトイレに座るように勧める。,3,正解は3です。散歩など適度な運動は腸の蠕動を促し、自然排便を促進します。規則正しい食事や水分摂取も重要です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
51,2022-34-052,2022,34,52,生活支援技術,認知機能の低下による機能性尿失禁で，夜間，トイレではない場所で排尿してしまう利用者への対応として， 最も適切なものを 1 つ選びなさい。,日中，足上げ運動をする。,ズボンのゴムひもを緩いものに変える。,膀胱訓練を 行う。,排泄してしまう場所に入れないようにする。,トイレの 照明 をつけて，ドアを開けておく。,5,正解は5です。認知機能低下による機能性尿失禁では、トイレを見つけやすい環境づくりが有効です。夜間は照明をつけ、入口を分かりやすくします。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
52,2022-34-053,2022,34,53,生活支援技術,次の記述のうち，排泄物で汚れた衣類をタンスに隠してしまう認知症（dementia）の利用者への対応として， 最も適切なものを 1 つ選びなさい。,タンスの中に汚れた衣類を入れられる場所を確保する。,「汚れた衣類は入れないように」とタンスに貼紙をする。,トイレに行くときには，同行して近くで監視する。,つなぎ服を勧める。,隠すところを見たら，毎回注意する。,1,正解は1です。行動を一律に禁止するより、本人の行動の意味を理解し、汚れ物を入れられる場所を用意するなど尊厳を守る環境調整を行います。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
53,2022-34-054,2022,34,54,生活支援技術,次亜塩素酸ナトリウムを主成分とする衣類用漂白剤に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,全ての白物の 漂白 に使用できる。,色柄物の 漂白 に適している。,熱湯で薄めて用いる。,手指の 消毒 に適している。,衣類の除菌効果がある。,5,正解は5です。次亜塩素酸ナトリウム系漂白剤には漂白に加えて除菌効果があります。素材や色柄によって使用できない衣類があるため表示確認が必要です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
54,2022-34-055,2022,34,55,生活支援技術,次の記述のうち，ズボンの裾上げの縫い目が 表から目立たない手縫いの方法として， 最も適切なものを 1 つ選びなさい。,なみ縫,半返し縫,本返し縫,コの字縫い（コの字とじ）,まつり縫,5,正解は5です。まつり縫いは表側に縫い目が目立ちにくく、ズボンやスカートの裾上げに適しています。 ※制度・基準・統計は改正や更新があり得るため、受験時点の最新情報も確認してください。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,True
55,2022-34-056,2022,34,56,生活支援技術,心地よい睡眠環境を整備するためのベッドメイキングに関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,シーツを外すときは，汚れた面を外側に丸めながら外す。,しわを作らないために，シーツの角を対角線の方向に伸ばして 整える。,袋状の枕カバーの端を入れ込んで使用するときは，布の折り込み側が上るように置く。,掛け毛布はゆるみを作らずにシーツの足元に押し込む。,動かしたベッド 上の利用者の物品は，使いやすいように位置を変えておく。,2,正解は2です。シーツのしわは不快感や褥瘡リスクにつながるため、対角線方向へ適度に張って平らに整えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
56,2022-34-057,2022,34,57,生活支援技術,夜勤のある施設職員が 良質 な睡眠をとるための生活習慣に関する次記述のうち， 最も適切なものを 1 つ選びなさい。,夜勤に入る前には仮眠をとらない。,寝る前にスマートフォンでメールをチェックする。,朝食と夕食 の開始時間を日によって変える。,夜勤後の帰宅時にはサングラス（sunglasses）をかけるなど，日光を避する。,休日 に寝だめをする。,4,正解は4です。夜勤後に強い朝の光を浴びると覚醒が促されます。サングラスなどで光を避けると、帰宅後の睡眠につなげやすくなります。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
57,2022-34-058,2022,34,58,生活支援技術,Ｂさん（102 歳，女性）は，介護老人福祉施設に入所している。高齢による身体機能の 衰えがあり，機能低下の状態が長く続いていた。 1 週間前から経口摂取が困難になった。 1 日の大半は目を閉じ，臥床状態が続いている。医師から，「老衰により死期が近い」と診断され，家族は施設で看取りたいと希望している。死が極めて近い 状態にあるＢさんの看取りに必要な情報 として， 最も適切なものを 1 つ選びなさい。,体重の減少,夜間の睡眠時間,延命治療の意思,嚥下可能な食形態,呼吸の 状態,5,正解は5です。死が極めて近い時期は、呼吸のリズムや回数、無呼吸、喘鳴などの変化が重要な観察項目です。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
58,2022-34-059,2022,34,59,生活支援技術,介護老人福祉施設における終末期の利用者の家族支援に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,緊急連絡先を 1 つにすることを提案する。,面会を控えるように伝える。,死に至る過程で 生じる身体的変化を説明する。,死後の衣服は浴衣がよいと提案する。,亡くなる 瞬間 に立ち会うことが一番重要だと伝える。,3,正解は3です。家族が不安を減らして看取りに関われるよう、死に近づく過程で起こり得る身体変化をわかりやすく説明します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
59,2022-34-060,2022,34,60,生活支援技術,死亡後の介護に関する次の記述のうち， 最も適切なものを 1 つ選い。,死後硬直がみられてから実施する。,生前と同じように利用者に声をかけながら介護を 行う。,義歯を外す。,髭剃り後はクリーム塗布を控える。,両手を組むために手首を包帯でしばる。,2,正解は2です。死亡後も生前と同じように尊厳を保ち、声をかけながら丁寧にケアします。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
60,2022-34-061,2022,34,61,介護過程,介護福祉職が介護過程を展開する意義に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,チームアプローチ（team approach）による介護を 提供 することができる。,直感的な判断をもとに介護を 考えることができる。,今までの生活から切り離した介護を 提供 する。,介護福祉職が生活を管理するための介護を 考えることができる。,介護福祉職が実施したい介護を 提供 する。,1,正解は1です。介護過程を共有すると、目標や支援内容をチームで統一し、多職種・多職員で一貫した介護を行えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
61,2022-34-062,2022,34,62,介護過程,介護過程における 情報 収 集 に関する次の記述のうち， 最も適切なものを 1 つ選びなさい。,利用者の日常生活の困難な部分を 中心に収集 する。,利用者との会話は 解釈 して記載する。,他の専門職が記載した記録は直接的な情報 として 扱う。,利用者の生活に対する思いを大切にしながら 収集 する。,情報 収 集 はモニタリング（monitoring）を実施してから 行う。,4,正解は4です。情報収集は困難だけを見るのではなく、利用者の生活歴・価値観・希望・強みを含めて、その人の思いを大切に行います。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
62,2022-34-063,2022,34,63,介護過程,介護過程における生活課題に関する次の記述のうち， 最も適切なものを1 つ選びなさい。,効率的な支援を 提供 するために解決するべきこと。,利用者が家族の望む生活を送るために解決するべきこと。,介護福祉職が実践困難な課題のこと。,利用者の生活を改善するために思いついたこと。,利用者が望む生活を実現するために解決するべきこと。,5,正解は5です。生活課題は、利用者が望む生活を実現するために解決・改善すべきこととして捉えます。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
63,2022-34-064,2022,34,64,介護過程,介護過程における 目標 の設定に関する次の記述のうち，適切なものを 1つ選びなさい。,長期目標の期間は， 1 か月程度に設定する。,長期目標は，短期目標ごとに設定する。,短期目標は，生活全般の課題が解決した 状態を表現 する。,短期目標は， 抽象 的 な内容で 表現 する。,短期目標は，長期目標の達成につながるように設定する。,5,正解は5です。短期目標は具体的・達成可能に設定し、その積み重ねが長期目標の達成につながるようにします。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
64,2022-34-065,2022,34,65,介護過程,介護計画における介護内容に関する次の記述のうち， 最も適切なものを1 つ選びなさい。,利用者の 能力 よりも介護の効率を重視して決める。,業務の都合に応じて介護できるように，時間の設定は 省略 する。,介護するときの注意点についても記載する。,利用者の意思よりも介護福祉職の 考えを優先して決める。,介護福祉職だけが理解できる 表現 にする。,3,正解は3です。介護計画には、誰が読んでも実践できる具体的な方法に加えて、実施上の注意点も記載します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
65,2022-34-066,2022,34,66,介護過程,Ｃさん（84 歳，女性，要介護 3）は， 2 か月前に自宅で倒れた。 脳出 血（cerebral hemorrhage）と診断され，後遺症で左片麻痺になった。Ｃさんは自宅での生活を希望している。 長男 からは，「トイレが自分でできるようになってから自宅に戻ってほしい」との要望があった。そのため， 病院 から，リハビリテーションを目的に介護老人保健施設に 入所 した。入所時，Ｃさんは，「孫と一緒に過ごしたいから，リハビリテーションを頑張りたい」と笑顔で話した。Ｃさんは，自力での歩行は困難だが，施設内では健側を使って 車いすで移動することができる。また，手すりにつかまれば自分で立ち上がれるが，上半身が後ろに 傾くため，移乗には介護が必要な 状態 である。入所時に介護福祉職が 行うアセスメント（assessment）に関する次の記述のうち，最も優先すべきものを 1 つ選びなさい。,自力で歩行ができるのかを確認する。,排泄に関連した動作について確認する。,孫と面会する頻度について希望を聞く。,リクライニング 車いすの活用について尋ねる。,住宅 改 修 に必要な資金があるのかを確認する。,2,正解は2です。自宅復帰の条件として排泄自立が挙げられているため、排泄に関連する立位・移乗・衣服操作などの動作を優先してアセスメントします。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
66,2022-34-067,2022,34,67,介護過程,"次の事例を読んで，問題 67，問題 68 について答えなさい。〔事例〕Ｄさん（73 歳，女性，要介護 2）は，認知症対応型共同生活介護（認知症高齢者グループホーム）に 入居 した。入居後，本人の同意のもとに短期目標を，「食事の準備に参加する」と設定し， 順調に経過していた。ある日，Ｄさんが 夕食 の準備に来なかった。翌日，担当する介護福祉職が居室を訪ねて理由を聞くと，「盛り付けの見た目が・・・」と小声で言った。当日のＤさんの記録を見ると，「お茶を配ると席に座ったが，すぐに立ち上がり，料理を皿に盛り付けるＥさんの手元を見ていた」「配膳された料理を見て，ため息いた」とあった。その後，食事の準備には参加していないが，早く来て様子を見る。また，食事中は談笑 し，食事も 完食 している。以上のことから再アセスメントを 行うことになった。
Ｄさんの再アセスメントに関する次の記述のうち， 最も適切なものを 1つ選びなさい。",お茶を配る 能力 について分析する。,ため息の意味を料理の味が悪いと 解釈 する。,早く来て様子を見ている理由を分析する。,安心して食事ができているかを分析する。,Ｅさんに料理の盛り付けを学びたいと 解釈 する。,3,正解は3です。利用者の行動を決めつけず、『早く来て見ている』という事実の背景や意味を分析することがアセスメントです。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
67,2022-34-068,2022,34,68,介護過程,"次の事例を読んで，問題 67，問題 68 について答えなさい。〔事例〕Ｄさん（73 歳，女性，要介護 2）は，認知症対応型共同生活介護（認知症高齢者グループホーム）に 入居 した。入居後，本人の同意のもとに短期目標を，「食事の準備に参加する」と設定し， 順調に経過していた。ある日，Ｄさんが 夕食 の準備に来なかった。翌日，担当する介護福祉職が居室を訪ねて理由を聞くと，「盛り付けの見た目が・・・」と小声で言った。当日のＤさんの記録を見ると，「お茶を配ると席に座ったが，すぐに立ち上がり，料理を皿に盛り付けるＥさんの手元を見ていた」「配膳された料理を見て，ため息いた」とあった。その後，食事の準備には参加していないが，早く来て様子を見る。また，食事中は談笑 し，食事も 完食 している。以上のことから再アセスメントを 行うことになった。
カンファレンス（conference）が開かれ，Ｄさんの支援について検討することになった。Ｄさんを担当する介護福祉職が提案する内容として， 最も優先すべきものを 1 つ選びなさい。",食器の満足度を調べること。,昼食時だけでも計画を継続すること。,居室での食事に変更すること。,食事の準備の役割を見直すこと。,食事以外の短期目標を設定すること。1＜ 領域 ：,4,正解は4です。計画どおりに参加できない背景がある場合、本人の負担や希望を再評価し、食事準備で担う役割を見直します。,公益財団法人 社会福祉振興・試験センター 第34回（令和3年度）介護福祉士国家試験; 問題: ユーザー提供PDF; 正答: https://www.mhlw.go.jp/content/12004000/000917101.pdf,,False
