id,examYear,examRound,questionNumber,category,questionText,choice1,choice2,choice3,choice4,choice5,correctChoice,explanation,source,keywords,needsLegalReview
2025-37-030,2025,37,30,こころとからだのしくみ,次のうち、脳の機能停止を示す徴候に該当するものとして、適切なものを1つ選びなさい。,呼吸不全,溢流性尿失禁｛いつりゅうせいにょうしっきん｝,心停止,蠕動運動｛ぜんどううんどう｝の減弱,瞳孔散大・対光反射消失,5,正解は選択肢5「瞳孔散大・対光反射消失」である。この選択肢は、設問の部位・生理作用・症状の対応を正しく示している。似た用語は、どの器官で何が起こるかを図にして整理するとよい。器官の働きと症状を結び付け、生命・安全に直結する変化から優先して観察する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-031,2025,37,31,発達と老化の理解,次の記述のうち、子どもの標準的な成長として、適切なものを1つ選びなさい。,1歳半から2歳ごろに、ハイハイをして移動できるようになる。,生後9か月から1歳ごろに、指をさして自分の関心や欲求を他者に伝えられるようになる。,子どもが使う言葉が急に増える語彙爆発は、5歳を過ぎたころに生じる。,人見知りの反応は、2歳を過ぎたころに生じる。,イヤイヤをしてすぐに泣く行動は、第二反抗期に生じる。,2,正解は選択肢2「生後9か月から1歳ごろに、指をさして自分の関心や欲求を他者に伝えられるようになる。」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-032,2025,37,32,発達と老化の理解,次の記述のうち、神経性無食欲症（anorexia nervosa）に関するものとして、最も適切なものを1つ選びなさい。,活動性が高まる。,学童期に最も生じやすい。,太ることへの恐怖はみられない。,低体重の深刻さを理解している。,多くが男性である。,1,正解は選択肢1「活動性が高まる。」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-033,2025,37,33,発達と老化の理解,"Ａさん（73歳、男性）は、会社の役員として勤めていたが、3年前に退職した。地域の老人クラブへの入会を勧められたが拒否している。毎年、敬老の日に記念品が配布されても、不快感を示して受け取らない。退職後も会社の状況を気にしていて、後輩とときどき連絡をとっている。Ａさんは、身体が衰えることに強い不安を感じて、筋力トレーニングを毎日行っている。会社の後輩から、「いつも若々しいですね」と言われることに喜びを感じている。
ライチャード（Reichard, S.）による、引退後の男性の5つの適応タイプのうち、Ａさんに相当するものとして、適切なものを1つ選びなさい。",外罰（憤慨）型,内罰（自責）型,円熟（成熟）型,自己防衛（装甲）型,ロッキングチェアー（安楽椅子）型,4,正解は選択肢4「自己防衛（装甲）型」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-034,2025,37,34,発達と老化の理解,次の記述のうち、結晶性知能に関する説明として、最も適切なものを1つ選びなさい。,感覚や運動に基づく知能である。,過去に得た知識を活用して問題を解決する能力である。,40～50歳で急激に低下する。,知識や文化の影響よりも、生理的な老化の影響を受けやすい。,その場で新しい問題を解決する能力である。,2,正解は選択肢2「過去に得た知識を活用して問題を解決する能力である。」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-035,2025,37,35,発達と老化の理解,次の記述のうち、加齢に伴う感覚機能の変化として、最も適切なものを1つ選びなさい。,皮膚感覚が敏感になる。,高音域の聴力が高まる。,暗順応の時間が延長する。,味覚が敏感になる。,嗅覚が敏感になる。,3,正解は選択肢3「暗順応の時間が延長する。」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-036,2025,37,36,発達と老化の理解,"Ｂさん（74歳、女性）は、地方で一人暮らしをしている。持病はなく、認知機能の異常もない。ダンスサークルに通い、近所との付き合いも良好で、今の暮らしに満足している。最近、白髪が増え、友人との死別もあり、年をとったと感じている。ある日、一人息子（50歳、未婚）から、東京で一緒に住むことを提案された。Ｂさんは、「ここには知り合いがいるが、東京には誰もいない。ここが一番いい」と言った。すると息子は、Ｂさんに、「年をとると頑固になる。あと数年したら認知症（dementia）になるかもしれないので、自分と一緒に暮らすべきだ」と言った。
次のうち、Ｂさんに関する記述として、最も適切なものを1つ選びなさい。",Ｂさんには、老性自覚はみられない。,Ｂさんには、友人との死別による悲嘆がみられる。,Ｂさんは、今、住んでいる環境や生活に適応できていない。,Ｂさんには、エイジズム（ageism）の考え方がみられる。,Ｂさんには、住み慣れた環境や仲間を喪失することへの不安がみられる。,5,正解は選択肢5「Ｂさんには、住み慣れた環境や仲間を喪失することへの不安がみられる。」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-037,2025,37,37,発達と老化の理解,次の記述のうち、サクセスフル・エイジング（successful aging）として、適切なものを1つ選びなさい。,長生きすることが、最大の目的である。,一人暮らしで、周囲の人と交流をしないようにしている。,膝に痛みがあるので、一日中ベッド上で過ごすようにしている。,難聴があるので、補聴器をつけてパソコン教室に通い始めた。,歌を上手に歌えなくなったので、カラオケに誘われても行かないようにしている。,4,正解は選択肢4「難聴があるので、補聴器をつけてパソコン教室に通い始めた。」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-038,2025,37,38,発達と老化の理解,次のうち、老年症候群に直接関わる疾患として、最も適切なものを1つ選びなさい。,高血圧症（hypertension）,糖尿病（diabetes mellitus）,骨粗鬆症｛こつそしょうしょう｝（osteoporosis）,心筋梗塞（myocardial infarction）,脂質異常症（dyslipidemia）,3,正解は選択肢3「骨粗鬆症｛こつそしょうしょう｝（osteoporosis）」である。この記述は、発達段階または加齢・疾病の特徴と生活上の現れを正しく結び付けている。正常な加齢変化と病的変化を混同しないことが要点である。加齢による一般的な変化と疾病による変化を区別し、生活への影響まで捉える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-039,2025,37,39,認知症の理解,次の記述のうち、2019年（令和元年）の認知症施策推進大綱に関する説明として、最も適切なものを1つ選びなさい。,「共生」と「予防」を車の両輪として施策を推進していく。,「予防」とは、「認知症（dementia）にならない」という意味である。,「認知症高齢者等にやさしい地域づくり」を推進する7つの柱が示された。,「普及啓発・本人発信支援」として、家族が積極的に本人の意思を代弁することが示された。,策定後は、毎年施策の進捗を確認することが示された。,1,正解は選択肢1「「共生」と「予防」を車の両輪として施策を推進していく。」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-040,2025,37,40,認知症の理解,"Ａさん（84歳、女性、要介護3）は、アルツハイマー型認知症（dementia of the Alzheimer’s type）で、介護老人福祉施設に入所している。赤ちゃんの人形を持っていて、「はなちゃん」と呼んで話しかけている。
昼食のため、介護福祉職が居室を訪問すると、Ａさんは不安そうな顔で、「はなちゃんがいなくなった。どこへ連れて行ったの？返して」と大声を出した。人形はＡさんのロッカーの上に置かれていた。
Ａさんに対する介護福祉職の最初の声かけとして、最も適切なものを1つ選びなさい。",「私を疑っているんですか」,「置いた場所を忘れたんですか」,「心配ですね、一緒に探しませんか」,「ご飯を食べてから探してはどうですか」,「ロッカーの上にあるのが見えないんですか」,3,正解は選択肢3「「心配ですね、一緒に探しませんか」」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-041,2025,37,41,認知症の理解,認知症（dementia）の高齢者にみられる、せん妄に関する記述として、適切なものを1つ選びなさい。,覚醒レベルが重度に低下した状態である。,症状の変動が少ないことが特徴である。,夜間よりも日中に生じやすいことが特徴である。,認知機能障害がみられることはまれである。,関与する因子を特定することが重要である。,5,正解は選択肢5「関与する因子を特定することが重要である。」である。せん妄は急に発症して症状が変動しやすく、感染、脱水、薬剤、環境変化などが誘因になる。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-042,2025,37,42,認知症の理解,次の記述のうち、アルツハイマー型認知症（dementia of the Alzheimer’s type）の特徴として、適切なものを1つ選びなさい。,近時記憶（新しい記憶）の障害は、初期から始まる。,特徴的な症状として幻視がある。,脳にアミロイドβが沈着し始めると、すぐに発症する。,歩行障害が多く現れるのは、初期の段階である。,嚥下障害｛えんげしょうがい｝が多く現れるのは、初期の段階である。,1,正解は選択肢1「近時記憶（新しい記憶）の障害は、初期から始まる。」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-043,2025,37,43,認知症の理解,次のうち、認知症（dementia）のリスクを高める要因として、最も適切なものを1つ選びなさい。,身体活動,不飽和脂肪酸の摂取,歯がなくなることによる咀嚼機能｛そしゃくきのう｝の低下,難聴による補聴器の使用,ボランティア活動,3,正解は選択肢3「歯がなくなることによる咀嚼機能｛そしゃくきのう｝の低下」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-044,2025,37,44,認知症の理解,次のうち、全般的な認知機能を評価する尺度であり、30点満点で20点以下を認知症の目安とするものとして、正しいものを1つ選びなさい。,バーセルインデックス（Barthel Index）,改訂長谷川式認知症スケール（HDS-R）,ＦＡＳＴ（Functional Assessment Staging）,認知症高齢者の日常生活自立度判定基準,臨床的認知症尺度（ＣＤＲ：Clinical Dementia Rating）,2,正解は選択肢2「改訂長谷川式認知症スケール（HDS-R）」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-045,2025,37,45,認知症の理解,次の記述のうち、「認知症（dementia）の人の日常生活・社会生活における意思決定支援ガイドライン」（2018年（平成30年）（厚生労働省））で示されている、意思決定支援として、最も適切なものを1つ選びなさい。,認知症（dementia）の人の家族の意思を支援することである。,意思決定支援者は特定の職種に限定される。,一度、意思決定したら、最後まで同じ内容で支援する。,看取りの場面になってから支援を開始する。,身振りや表情の変化も意思表示として読み取る努力を最大限に行う。,5,正解は選択肢5「身振りや表情の変化も意思表示として読み取る努力を最大限に行う。」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。法令・制度・金額・対象要件は改正されることがあるため、受験時点の最新情報も確認する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-046,2025,37,46,認知症の理解,次の記述のうち、回想法として、最も適切なものを1つ選びなさい。,肩や背中から優しくゆっくりと触れる。,共感を通して、認知症（dementia）の人が体験している現実を受け入れる。,見当識を高めるために、時間や場所、現在の状況を説明する。,昔の写真や音楽を活用して、記憶を活性化する。,残存能力を活用し、共同作業を通して仲間をつくる。,4,正解は選択肢4「昔の写真や音楽を活用して、記憶を活性化する。」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-047,2025,37,47,認知症の理解,次の記述のうち、認知症疾患医療センターの説明として、適切なものを1つ選びなさい。,事業の実施主体は、市町村である。,都道府県ごとに、1か所の設置が義務づけられている。,認知症（dementia）の鑑別診断を行う。,主に認知症（dementia）が進行した人の入院治療を行う。,介護保険法に定められている。,3,正解は選択肢3「認知症（dementia）の鑑別診断を行う。」である。この選択肢は、認知症の疾患特性・症状・支援方法の対応が適切である。行動だけを抑えるのではなく、原因や本人の体験を捉える。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-048,2025,37,48,認知症の理解,"Ｂさん（87歳、男性）は、一人暮らしである。玄関前で、脱水で倒れているところを発見され、救急搬送された。入院中、認知症（dementia）の疑いがある行動が見られた。Ｂさんは、「自宅で暮らしたい」と強く希望していた。退院後、Ｂさんは外出して自宅に戻れなくなることがあった。近所の人たちが、Ｂさんの生活を心配して、地域包括支援センターに相談した結果、認知症初期集中支援チームが編成された。
次の記述のうち、Ｂさんに対して認知症初期集中支援チームが行う支援として、最も適切なものを1つ選びなさい。",金銭管理を行う。,支援方針を検討する。,居宅サービス計画書を作成する。,介護保険サービスを契約する。,法定後見を行う。,2,正解は選択肢2「支援方針を検討する。」である。地域包括支援センターは、高齢者の総合相談、権利擁護、介護予防支援、包括的・継続的ケアマネジメント支援を担う。認知機能の障害だけでなく、体調、環境、生活歴、本人の思いを含めて行動の意味を考える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-049,2025,37,49,障害の理解,"次のうち、ＩＣＦ（International Classification of Functioning, Disability and Health：国際生活機能分類）の社会（人生）レベルに該当するものとして、正しいものを1つ選びなさい。",心身機能・身体構造,活動,参加,機能障害,活動制限,3,正解は選択肢3「参加」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-050,2025,37,50,障害の理解,次の記述のうち、障害者のエンパワメントに関するものとして、最も適切なものを1つ選びなさい。,障害のある人が障害のない人と同等に生活し、活動する社会を目指す。,専門職が主導し、障害がある人は受動的に支援を受ける。,障害のある人が自らの能力や長所に気づき、課題に対応する。,障害のある人が、主体性や人権が守られないことに耐える。,障害のある人が、医学的リハビリテーションを受ける。,3,正解は選択肢3「障害のある人が自らの能力や長所に気づき、課題に対応する。」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-051,2025,37,51,障害の理解,次のうち、クローン病（Crohn disease）にみられる特徴的な症状として、最も適切なものを1つ選びなさい。,視力低下,栄養障害,咳嗽｛がいそう｝,運動失調,関節痛,2,正解は選択肢2「栄養障害」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-052,2025,37,52,障害の理解,次の記述のうち、遂行機能障害の特徴として、最も適切なものを1つ選びなさい。,些細｛ささい｝なことですぐに興奮して怒鳴る。,新しい知識を覚えることが困難である。,ぼんやりして周囲に注意を向け続けることが困難である。,行動を計画して実行することが困難である。,言葉の表出や理解が困難である。,4,正解は選択肢4「行動を計画して実行することが困難である。」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-053,2025,37,53,障害の理解,視覚障害の特徴と視覚障害者の生活支援に関する次の記述のうち、最も適切なものを1つ選びなさい。,ロービジョンは、視覚情報をまったく得られない状態である。,中途視覚障害者は、先天性の障害に比べて障害を受容しやすい。,白杖｛はくじょう｝には、視覚に障害があることを周囲に知らせる役目がある。,視覚障害を補うために、ペットの犬と一緒に外出する。,視覚障害者は、ガイドヘルパーの利用はできない。,3,正解は選択肢3「白杖｛はくじょう｝には、視覚に障害があることを周囲に知らせる役目がある。」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-054,2025,37,54,障害の理解,"Ａさん（76歳、女性）は、パーキンソン病（Parkinson disease）と診断され、日常生活動作（Activities of Daily Living：ＡＤＬ）は、車いすやベッド上で全介助である。最近、食事に時間がかかって嫌がるようになり、かすれ声が目立つようになった。
次のうち、現在のＡさんに対して介護福祉職が留意すべきこととして、最も適切なものを1つ選びなさい。",安静時振戦,筋固縮,仮面様顔貌,誤嚥｛ごえん｝,便秘,4,正解は選択肢4「誤嚥｛ごえん｝」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-055,2025,37,55,障害の理解,聴覚障害者の特徴や支援の方法に関する次の記述のうち、最も適切なものを1つ選びなさい。,要約筆記によって意思疎通を補う。,軽度の聴覚障害を「ろう」という。,フラッシュベルは周囲の音を増幅させて伝える。,手話は意思の伝達に役立たない。,両耳の聴力レベルが40dBで身体障害者手帳が交付される。,1,正解は選択肢1「要約筆記によって意思疎通を補う。」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-056,2025,37,56,障害の理解,"Ｂさん（24歳、男性）は、母親と二人暮らしで、小学生のときに注意欠陥多動性障害と疑われていた。Ｂさんは、最近になって昼夜を問わずゲームを続け、朝起きられずにアルバイトを無断で休むことが増えた。
次のうち、Ｂさんの母親が相談する機関として、最も適切なものを1つ選びなさい。",ハローワーク（公共職業安定所）,難病情報センター,認知症カフェ,放課後等デイサービス,発達障害者支援センター,5,正解は選択肢5「発達障害者支援センター」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-057,2025,37,57,障害の理解,"次の記述のうち、「障害者差別解消法」の合理的配慮に沿った対応として、最も適切なものを1つ選びなさい。
（注）  「障害者差別解消法」とは、「障害を理由とする差別の解消の推進に関する法律」のことである。",車いすの身体障害者から、陳列棚にある商品を見せてほしいと言われたが、口頭で商品を説明した。,聴覚障害者の手話による注文がわからなかったので、最も人気のあるメニューを出した。,盲導犬を連れた視覚障害者が来店したが、動物嫌いの客から苦情を言われると思い、犬は店の中に入れないように頼んだ。,役所に相談に来た精神障害者から、多くの人の中だと不安になると言われたため、帰宅してもらった。,知的障害者から申し出があったので、会議に参加するための資料をわかりやすい言葉に直して、事前に口頭で説明した。,5,正解は選択肢5「知的障害者から申し出があったので、会議に参加するための資料をわかりやすい言葉に直して、事前に口頭で説明した。」である。障害者差別解消法は不当な差別的取扱いの禁止と合理的配慮を通じ、障害を理由とする差別の解消を進める。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。法令・制度・金額・対象要件は改正されることがあるため、受験時点の最新情報も確認する。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
2025-37-058,2025,37,58,障害の理解,レスパイトケアの望ましいあり方に関する記述として、最も適切なものを1つ選びなさい。,障害者はサービスを利用せずに生活するべきである。,利用中、家族は自宅で休まなくてはならない。,家族が障害者を預けて旅行に行くことは認められない。,家族の休息が目的なので、障害者の施設利用は宿泊に限定される。,家族が休息している間も、障害者が自分らしく過ごせるようにする。,5,正解は選択肢5「家族が休息している間も、障害者が自分らしく過ごせるようにする。」である。この選択肢は、障害特性と必要な支援・社会資源の対応が適切である。できない点だけでなく、環境調整で可能になる活動にも注目する。障害特性だけで判断せず、本人の強みと環境因子を調整して参加を支える。,公益財団法人 社会福祉振興・試験センター 第37回（令和6年度）介護福祉士国家試験; 問題: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/listen_k_am_37.html; 正答: https://www.sssc.or.jp/kaigo/past_exam/pdf/no37/k_kijun_seitou.pdf,,true
